城市,板块,名称,链接,户型,面积,朝向,楼层,装修,小区,区域,总价,单价,建成时间,发布时间,关注,其他信息
上海,黄浦,滨江板块新出，正气南北精装3房，满五税少，附带花园,https://sh.lianjia.com/ershoufang/107104143143.html,3室2厅,116.27平米,南,低楼层(共17层),精装,欣安基公寓,世博滨江, 1650万,"141,912元/平",2001年建,一年前发布,25人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,嘉登公寓卖相Z好的一套房子，满五税费低。,https://sh.lianjia.com/ershoufang/107106972275.html,3室2厅,119.12平米,南,高楼层(共10层),精装,嘉登公寓,世博滨江, 1380万,"115,850元/平",1998年建,2个月以前发布,5人关注,板楼、近地铁、VR房源、房本满五年
上海,黄浦,双南两房，全明户型，地铁4/8号线，出行方便,https://sh.lianjia.com/ershoufang/107106234865.html,3室0厅,79.34平米,南,高楼层(共6层),简装,市民新村,世博滨江, 1018万,"128,309元/平",1965年建,7个月以前发布,1人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,标准三房 无遮挡 阳光充足 全明结构,https://sh.lianjia.com/ershoufang/107105969428.html,3室2厅,102.13平米,南,中楼层(共23层),精装,金中苑,世博滨江, 1315万,"128,758元/平",1997年建,8个月以前发布,5人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,香港绿地打造低密度品质小区，横厅设计，全明三房,https://sh.lianjia.com/ershoufang/107105716206.html,3室2厅,140.56平米,南,17层,精装,绿地黄浦滨江,世博滨江, 3050万,"216,990元/平",2017年建,10个月以前发布,42人关注,板楼、VR看装修、房本满两年
上海,黄浦,耀江新上三房，四开间朝南，高区一线江景， 满五省税,https://sh.lianjia.com/ershoufang/107106812069.html,3室2厅,129.4平米,南,高楼层(共26层),简装,耀江花园,世博滨江, 2499万,"193,123元/平",2002年建,3个月以前发布,4人关注,板楼、近地铁、VR房源、房本满五年
上海,黄浦,两房朝南，楼层适中，房型合理，厨卫全明，诚意出售,https://sh.lianjia.com/ershoufang/107106695790.html,3室2厅,98.68平米,南,中楼层(共7层),精装,中南小区,世博滨江, 1388万,"140,657元/平",1999年建,4个月以前发布,12人关注,板楼、近地铁、VR房源、房本满两年
上海,黄浦,全南户型，厨卫全明，高品质小区，诚意出售,https://sh.lianjia.com/ershoufang/107104131376.html,2室2厅,103.4平米,南,低楼层(共34层),精装,耀江花园,世博滨江, 1650万,"159,575元/平",2002年建,一年前发布,24人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,南北两房，户型正气，诚意出售，楼层好,https://sh.lianjia.com/ershoufang/107105902698.html,2室2厅,107.5平米,南,高楼层(共13层),简装,白玉兰家园,世博滨江, 1680万,"156,280元/平",2001年建,9个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,此房满五，4/8号双轨交，近滨江，户型方正可看江,https://sh.lianjia.com/ershoufang/107106579624.html,3室1厅,121.11平米,东南,中楼层(共28层),精装,望江苑,世博滨江, 1550万,"127,983元/平",2000年建,4个月以前发布,5人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,中南小区三条地铁覆盖  户型全明边套南北方正  电梯房,https://sh.lianjia.com/ershoufang/107106026008.html,4室1厅,106.37平米,南,中楼层(共7层),精装,中南小区,世博滨江, 1480万,"139,137元/平",1999年建,8个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,高区景观，满五且无个税，南北通，得房率高，位置安静,https://sh.lianjia.com/ershoufang/107102459199.html,2室2厅,113.74平米,南,中楼层(共30层),精装,白玉兰家园,世博滨江, 1730万,"152,102元/平",2001年建,一年前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,卢湾滨江中间楼层三房，南北通，精装修拎包入住,https://sh.lianjia.com/ershoufang/107105651531.html,3室2厅,109.13平米,南 北,中楼层(共6层),精装,紫荆新苑,世博滨江, 1100万,"100,798元/平",1998年建,10个月以前发布,30人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,此房是江景房，现代ins风，200万装修,https://sh.lianjia.com/ershoufang/107106050283.html,3室2厅,189.67平米,南,低楼层(共38层),精装,融创滨江壹号院,世博滨江, 3400万,"179,259元/平",2012年建,8个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,耀江花园+黄浦江+三居室+满五年+圆弧客厅,https://sh.lianjia.com/ershoufang/107104670976.html,3室2厅,128.29平米,南,低楼层(共26层),精装,耀江花园,世博滨江, 2050万,"159,795元/平",2002年建,一年前发布,7人关注,板楼、近地铁、VR房源、房本满五年
上海,黄浦,滨江单价低+闹中取静三房+看房方便,https://sh.lianjia.com/ershoufang/107105349844.html,3室2厅,117.28平米,南,中楼层(共10层),精装,嘉登公寓,世博滨江, 1255万,"107,009元/平",1998年建,一年前发布,35人关注,板楼、近地铁、VR看装修、房本满两年
上海,黄浦,全南户型，户型方正，精装2改3房，看房方便！,https://sh.lianjia.com/ershoufang/107105457893.html,3室1厅,104.68平米,南,中楼层(共22层),精装,淞园大厦,世博滨江, 1250万,"119,412元/平",1997年建,一年前发布,26人关注,板塔结合、近地铁、VR看装修、房本满五年
上海,黄浦,南北两房，满五年，小高层带电梯，近地铁，配套全,https://sh.lianjia.com/ershoufang/107105688860.html,2室1厅,79.91平米,南,低楼层(共7层),简装,中南小区,世博滨江, 1050万,"131,398元/平",1995年建,10个月以前发布,9人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,一梯两户 领包入住 多层带电梯 南北通风 得房率高,https://sh.lianjia.com/ershoufang/107106631057.html,2室2厅,88.1平米,南,低楼层(共7层),精装,金中苑,世博滨江, 1180万,"133,939元/平",1997年建,4个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,此房满五年，南北格局，楼层好，采光充足,https://sh.lianjia.com/ershoufang/107107211194.html,3室1厅,101.98平米,南,低楼层(共25层),精装,金中苑,世博滨江, 1298万,"127,280元/平",1997年建,1个月以前发布,4人关注,塔楼、近地铁、VR房源、房本满五年
上海,黄浦,世博滨江，香港绿地开发，横厅朝南，带大阳台，带会所,https://sh.lianjia.com/ershoufang/107106982386.html,2室2厅,114.23平米,南,17层,精装,绿地黄浦滨江,世博滨江, 2498万,"218,682元/平",2017年建,2个月以前发布,23人关注,板楼、VR看装修、房本满两年
上海,黄浦,单价可比新房，舒适两房，婚房佳选,https://sh.lianjia.com/ershoufang/107107255611.html,3室2厅,173.66平米,西南,低楼层(共23层),精装,融创滨江壹号院,世博滨江, 2760万,"158,932元/平",2012年建,1个月以前发布,14人关注,板楼、近地铁、VR房源、房本满五年
上海,黄浦,卢湾滨江+房龄新04年商品房+50万精装修，看江景,https://sh.lianjia.com/ershoufang/107107356823.html,3室1厅,98.42平米,南,中楼层(共28层),精装,新华南园大厦,世博滨江, 940万,"95,510元/平",2004年建,1个月以前发布,19人关注,塔楼、近地铁、VR房源、房本满五年
上海,黄浦,耀江花园高区  前排一线江景  户型正气  诚意出售,https://sh.lianjia.com/ershoufang/107106839059.html,2室2厅,92.26平米,南,中楼层(共34层),精装,耀江花园,世博滨江, 1698万,"184,046元/平",2002年建,3个月以前发布,14人关注,板楼、近地铁、VR看装修、房本满两年
上海,黄浦,黄浦+近地铁+精装+全明+小三房+高区+满五免个税,https://sh.lianjia.com/ershoufang/107107087456.html,3室1厅,72.37平米,东南,高楼层(共17层),精装,益元大楼,世博滨江, 698万,"96,449元/平",1989年建,2个月以前发布,5人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,正看小区花园，精装修，采光不挡，地暖新风，看房方便,https://sh.lianjia.com/ershoufang/107106033916.html,3室2厅,128.4平米,南,低楼层(共33层),精装,耀江花园,世博滨江, 2288万,"178,194元/平",2006年建,8个月以前发布,30人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,此房满五，采光好，朝南通透两房，无遮挡，全明户型,https://sh.lianjia.com/ershoufang/107107146742.html,2室1厅,44.05平米,南 北,中楼层(共5层),精装,瞿溪新村,世博滨江, 510万,"115,778元/平",1980年建,2个月以前发布,2人关注,板楼、VR看装修、房本满两年
上海,黄浦,楼层适中，诚意出售，居家装修。,https://sh.lianjia.com/ershoufang/107106485584.html,2室1厅,70.73平米,南,中楼层(共26层) ,精装,驰骋大楼,世博滨江, 980万,"138,556元/平",,5个月以前发布,2人关注,塔楼、近地铁、VR房源、房本满五年
上海,黄浦,满五年，唯yi，售后公房，温馨小两室，总价低,https://sh.lianjia.com/ershoufang/107106777995.html,2室1厅,51.12平米,东南,低楼层(共6层),简装,中山南路1768弄,世博滨江, 729万,"142,606元/平",1990年建,3个月以前发布,5人关注,板楼、近地铁、VR房源、房本满两年
上海,黄浦,售房公房满五无增值和个税，房型方正，全明采光好,https://sh.lianjia.com/ershoufang/107106095252.html,2室1厅,85.87平米,南,低楼层(共25层),简装,越纪公寓,世博滨江, 968万,"112,729元/平",1992年建,8个月以前发布,16人关注,板塔结合、近地铁、VR看装修、房本满五年
上海,黄浦,比较优选的房源单价低，户型佳，没有使用，交通便利,https://sh.lianjia.com/ershoufang/107107461964.html,2室2厅,100.72平米,南,高楼层(共30层),精装,弘辉名苑,世博滨江, 1380万,"137,014元/平",2005年建,22天以前发布,6人关注,板楼、VR看装修
上海,黄浦,产权房，精装修，税费少，户型方正，双轨交通,https://sh.lianjia.com/ershoufang/107106027288.html,1室0厅,29.75平米,南,高楼层(共7层),精装,市民新村,世博滨江, 556万,"186,891元/平",1975年建,8个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满两年、随时看房
上海,黄浦,黄浦次新小区 临江 低密度洋房 带花园带车位,https://sh.lianjia.com/ershoufang/107106292232.html,6室3厅,437.64平米,南 北,低楼层(共7层),精装,廿八尊,世博滨江, 4550万,"103,967元/平",2020年建,6个月以前发布,31人关注,板楼、近地铁、VR房源
上海,黄浦,地铁4/8号线，精装朝南小户型，带阳台，得房率84.8%，,https://sh.lianjia.com/ershoufang/107106847092.html,1室0厅,29.02平米,南,中楼层(共5层),精装,市民新村,世博滨江, 555万,"191,248元/平",1977年建,3个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满两年、随时看房
上海,黄浦,04年电梯一房，全明户型，采光视野佳,https://sh.lianjia.com/ershoufang/107105710283.html,1室1厅,47.7平米,东北,中楼层(共31层),毛坯,新华南园大厦,世博滨江, 398万,"83,439元/平",2004年建,10个月以前发布,28人关注,塔楼、VR看装修、房本满两年、随时看房
上海,黄浦,边套全明 高区采光  无这遮挡 业主诚意出售,https://sh.lianjia.com/ershoufang/107105616491.html,3室2厅,132.16平米,南 北,高楼层(共30层),简装,耀江花园,世博滨江, 2450万,"185,382元/平",2006年建,11个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,精装修，南北两房，满五税少，诚意出售，电梯房,https://sh.lianjia.com/ershoufang/107106474210.html,2室1厅,71.36平米,南,高楼层(共7层),精装,金中苑,世博滨江, 1068万,"149,664元/平",1997年建,5个月以前发布,2人关注,板楼、近地铁、VR房源、房本满五年
上海,黄浦,04年小区，低总价，电梯精装两房，近黄浦滨江南园,https://sh.lianjia.com/ershoufang/107106486986.html,2室1厅,85.62平米,东北,低楼层(共31层),精装,新华南园大厦,世博滨江, 688万,"80,356元/平",2004年建,5个月以前发布,88人关注,塔楼、VR看装修、房本满两年
上海,黄浦,小户型 售后公房 总价低 配套齐,https://sh.lianjia.com/ershoufang/107107115176.html,1室1厅,56.57平米,西,中楼层(共25层),简装,越纪公寓,世博滨江, 750万,"132,580元/平",1992年建,2个月以前发布,1人关注,板塔结合、近地铁、VR看装修、房本满五年
上海,黄浦,业主诚意卖，看房方便，双房朝南，边套户型,https://sh.lianjia.com/ershoufang/107106835648.html,2室2厅,83.89平米,南,中楼层(共28层),精装,新华南园大厦,世博滨江, 859万,"102,396元/平",2004年建,3个月以前发布,18人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,04年电梯一房，全明户型，采光通风佳,https://sh.lianjia.com/ershoufang/107106076341.html,1室1厅,47.7平米,东北,低楼层(共31层),简装,新华南园大厦,世博滨江, 430万,"90,147元/平",2004年建,8个月以前发布,11人关注,塔楼、VR看装修、房本满两年
上海,黄浦,新上架房源，售后公房，双南电梯两房，业主诚意出售,https://sh.lianjia.com/ershoufang/107106437838.html,2室1厅,95.85平米,南,低楼层(共24层),简装,鲁班大楼,世博滨江, 898万,"93,689元/平",1990年建,5个月以前发布,5人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,满五年+中山一贯制+生活便利+配套成熟,https://sh.lianjia.com/ershoufang/107106085951.html,1室1厅,39.18平米,南,高楼层(共6层),精装,龙华小区,世博滨江, 375万,"95,713元/平",1978年建,8个月以前发布,27人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,业主诚售，看房随时，价格可谈，1梯4户,https://sh.lianjia.com/ershoufang/107107169216.html,2室1厅,94.75平米,南,低楼层(共12层),精装,嘉登公寓,世博滨江, 1200万,"126,650元/平",1998年建,2个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,04年电梯房+边套两房朝南+商品房+近公园、黄浦江,https://sh.lianjia.com/ershoufang/107105988743.html,2室1厅,83.89平米,南,低楼层(共28层),简装,新华南园大厦,世博滨江, 799万,"95,244元/平",2004年建,8个月以前发布,82人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,05年品质小区，全南一方，高区看江景,https://sh.lianjia.com/ershoufang/107106949645.html,1室2厅,83.54平米,南,高楼层(共31层),精装,弘辉名苑,世博滨江, 1150万,"137,659元/平",2005年建,3个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,地铁4/8线  近九院  一梯两户   售后公房  税费低,https://sh.lianjia.com/ershoufang/107107312072.html,2室1厅,55.61平米,南,高楼层(共6层),简装,唐家宅小区,世博滨江, 520万,"93,509元/平",1986年建,1个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,户型正气 南北通 厨卫全明 采光通风条件好,https://sh.lianjia.com/ershoufang/107106734637.html,2室1厅,62.54平米,南,高楼层(共5层),精装,中南小区,世博滨江, 870万,"139,111元/平",1994年建,4个月以前发布,1人关注,板楼、近地铁、VR看装修、房本满两年
上海,黄浦,全南户型，圆弧大阳台，睡费少！,https://sh.lianjia.com/ershoufang/107106605585.html,2室1厅,105.96平米,南,中楼层(共30层),简装,耀江花园,世博滨江, 1750万,"165,157元/平",2006年建,4个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满两年
上海,黄浦,全明结构，朝南，采光好，满五囗一 税少，闹中取静,https://sh.lianjia.com/ershoufang/107106498586.html,2室1厅,73.04平米,南,中楼层(共17层),精装,益元大楼,世博滨江, 830万,"113,637元/平",1989年建,5个月以前发布,12人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,户型方正，诚意出售，居家装修，满五税少,https://sh.lianjia.com/ershoufang/107104525624.html,2室1厅,75.78平米,东南,低楼层(共25层),精装,越纪公寓,世博滨江, 830万,"109,528元/平",1992年建,一年前发布,10人关注,板塔结合、近地铁、VR看装修、房本满五年
上海,黄浦,朝南两房，低楼层，税费各付，业主诚意,https://sh.lianjia.com/ershoufang/107107053903.html,2室0厅,47.4平米,南,低楼层(共6层),简装,瞿四小区,世博滨江, 485万,"102,321元/平",1989年建,2个月以前发布,3人关注,板楼、近地铁、VR房源、房本满两年
上海,黄浦,地铁13号线和4号线均200米距离，电梯景观房。,https://sh.lianjia.com/ershoufang/107105444681.html,1室1厅,64.45平米,东南,高楼层(共24层),简装,鲁班大楼,世博滨江, 580万,"89,993元/平",1990年建,一年前发布,8人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,"地铁4/13,黄浦江畔，南园公园旁，环境优雅，闹中取静",https://sh.lianjia.com/ershoufang/107107297152.html,2室2厅,103.71平米,南,中楼层(共11层),简装,卢湾城市花园,世博滨江, 1410万,"135,957元/平",2002年建,1个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,单价9万，售后公房，双南大两房，卢湾滨江,https://sh.lianjia.com/ershoufang/107105554057.html,2室1厅,60.86平米,南,高楼层(共6层),简装,龙华小区,世博滨江, 559万,"91,851元/平",1979年建,11个月以前发布,45人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,满五   交通便利 户型方正 诚意出售,https://sh.lianjia.com/ershoufang/107106454174.html,2室1厅,46.66平米,南,低楼层(共6层),简装,市民新村,世博滨江, 715万,"153,237元/平",1988年建,5个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,售后公房、满五唯 一、南北通透格局、采光充足,https://sh.lianjia.com/ershoufang/107106867982.html,2室1厅,43.53平米,北 南,中楼层(共6层),简装,铁道路180号,世博滨江, 660万,"151,620元/平",1981年建,3个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,市民新村售后公房  楼层好 南北户型 诚意出售,https://sh.lianjia.com/ershoufang/107105404734.html,2室1厅,45.27平米,南 北,低楼层(共6层),简装,市民新村,世博滨江, 700万,"154,628元/平",1965年建,一年前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,上家无费+精装修拎包入住+随时可用+户型方正,https://sh.lianjia.com/ershoufang/107103515115.html,2室1厅,70.73平米,西南,中楼层(共26层),精装,驰骋大楼,世博滨江, 938万,"132,617元/平",1993年建,一年前发布,31人关注,塔楼、近地铁、VR看装修、房本满两年
上海,黄浦,无户口，户型方正/双南朝向，看房随时，急售置换,https://sh.lianjia.com/ershoufang/107104993459.html,2室1厅,85.87平米,南,中楼层(共25层),简装,越纪公寓,世博滨江, 990万,"115,291元/平",1992年建,一年前发布,5人关注,板塔结合、近地铁、VR看装修、房本满五年
上海,黄浦,双南两房，售后公房，税费少，户型方正，双轨交通,https://sh.lianjia.com/ershoufang/107106636111.html,2室0厅,43.62平米,南,低楼层(共5层),精装,市民新村,世博滨江, 640万,"146,722元/平",1977年建,4个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,地铁口4/8号线、高雄居委，满五南北通小户型,https://sh.lianjia.com/ershoufang/107106568569.html,1室1厅,36.2平米,南,中楼层(共7层),精装,中南小区,世博滨江, 610万,"168,509元/平",1993年建,4个月以前发布,9人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,一梯两户得房率高 边套全明户型 带大阳台阳光充足,https://sh.lianjia.com/ershoufang/107105841086.html,2室1厅,53.3平米,南 北,高楼层(共7层),简装,中南小区,世博滨江, 790万,"148,218元/平",1993年建,9个月以前发布,18人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,04年，全明户型，采光佳，税费少，满五年，视野好,https://sh.lianjia.com/ershoufang/107106414329.html,1室1厅,54.59平米,东南,低楼层(共31层),精装,新华南园大厦,世博滨江, 518万,"94,890元/平",2004年建,5个月以前发布,10人关注,塔楼、VR看装修、房本满五年
上海,黄浦,南北通透两房，精装修，满五唯 一，带电梯，近地铁,https://sh.lianjia.com/ershoufang/107106773103.html,2室2厅,80.86平米,南 北,高楼层(共7层),精装,中南小区,世博滨江, 1115万,"137,893元/平",1995年建,3个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,景观房+楼层好+配套好+小区棒+业主诚意,https://sh.lianjia.com/ershoufang/107104207848.html,2室1厅,106.35平米,南,高楼层(共18层),精装,耀江花园,世博滨江, 1750万,"164,552元/平",2005年建,一年前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,黄浦滨江全南两房，双轨地铁，交通便利，采光充足！,https://sh.lianjia.com/ershoufang/107107355449.html,2室1厅,95.85平米,南,中楼层(共24层),精装,鲁班大楼,世博滨江, 830万,"86,594元/平",1990年建,1个月以前发布,3人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,南北通风，精装修，产权清晰，高区采光好,https://sh.lianjia.com/ershoufang/107107041420.html,2室1厅,45.27平米,南,高楼层(共6层),简装,市民新村,世博滨江, 660万,"145,792元/平",1965年建,2个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满两年
上海,黄浦,户型正气 朝南带天井 满五税少 厨卫全明 采光通风好,https://sh.lianjia.com/ershoufang/107105235656.html,2室1厅,50.78平米,南,低楼层(共5层),精装,中山南一路246弄,世博滨江, 680万,"133,911元/平",1979年建,一年前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,滨江次新房一梯一户刷卡到户+南北通户型+横厅设计,https://sh.lianjia.com/ershoufang/107106342451.html,1室1厅,93.06平米,南,17层,精装,绿地黄浦滨江,世博滨江, 1900万,"204,170元/平",2017年建,6个月以前发布,16人关注,板楼、近地铁、VR看装修、房本满两年
上海,黄浦,黄浦区 满五年，全明户型，采光好，配套设施齐,https://sh.lianjia.com/ershoufang/107105923420.html,2室0厅,47.12平米,南 北,中楼层(共6层),精装,龙华小区,世博滨江, 460万,"97,624元/平",1979年建,9个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,满5年，全南户型，视野开阔，采光充足，配套齐全,https://sh.lianjia.com/ershoufang/107106964452.html,2室1厅,90.47平米,南 北,中楼层(共26层),精装,卢湾城市花园,世博滨江, 1200万,"132,641元/平",2002年建,2个月以前发布,14人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,满五年，高区楼层好，视野开阔，采光充足，全明户型,https://sh.lianjia.com/ershoufang/107106151487.html,3室2厅,132.53平米,南,中楼层(共34层),简装,耀江花园,世博滨江, 2300万,"173,546元/平",2002年建,7个月以前发布,1人关注,板楼、近地铁、VR看装修、随时看房
上海,黄浦,售后公房，高区采光好，房型方正，看房方便，诚意出售,https://sh.lianjia.com/ershoufang/107104163564.html,2室1厅,75.78平米,东,高楼层(共25层),简装,越纪公寓,世博滨江, 860万,"113,487元/平",1992年建,一年前发布,13人关注,板塔结合、近地铁、VR看装修、随时看房
上海,黄浦,朝南一室精装修，地铁4/8号线，近九院地区无竞品,https://sh.lianjia.com/ershoufang/107107266438.html,1室1厅,32.31平米,南,低楼层(共6层),精装,瞿四小区,世博滨江, 335万,"103,684元/平",1989年建,1个月以前发布,4人关注,板楼、近地铁、VR房源、房本满两年
上海,黄浦,黄浦区精装南北小户型 诚意出售 近地铁 近黄浦滨江,https://sh.lianjia.com/ershoufang/107107490678.html,1室1厅,37.02平米,南 北,低楼层(共6层),精装,龙华小区,世博滨江, 370万,"99,946元/平",1978年建,18天以前发布,2人关注,板楼、近地铁、VR房源
上海,黄浦,采光视野无遮挡 精装修 业主诚意出售，看房方便·,https://sh.lianjia.com/ershoufang/107106198175.html,1室1厅,37.9平米,南,低楼层(共17层),精装,益元大楼,世博滨江, 450万,"118,734元/平",1988年建,7个月以前发布,1人关注,塔楼、近地铁、VR看装修、房本满两年
上海,黄浦,免增值税+满五+04年房龄新+近公园+老卢湾+近地铁,https://sh.lianjia.com/ershoufang/107105546859.html,2室1厅,68.2平米,南,低楼层(共28层),简装,新华南园大厦,世博滨江, 687万,"100,734元/平",2004年建,11个月以前发布,63人关注,塔楼、近地铁、VR看装修、房本满五年
上海,黄浦,格局通透，税费少，采光充足，视野好,https://sh.lianjia.com/ershoufang/107107056646.html,1室0厅,30.27平米,南,中楼层(共5层),毛坯,春江小区(卢湾),世博滨江, 330万,"109,019元/平",1984年建,2个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,产权一房，精装修，税费少，户型方正，双轨交通,https://sh.lianjia.com/ershoufang/107106235622.html,1室0厅,32.51平米,南,中楼层(共6层),精装,市民新村,世博滨江, 568万,"174,716元/平",1988年建,7个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满两年
上海,黄浦,产权一房，精装修，税费少，户型方正，双轨交通,https://sh.lianjia.com/ershoufang/107105752277.html,1室0厅,32.51平米,南,低楼层(共6层),精装,市民新村,世博滨江, 590万,"181,483元/平",1997年建,10个月以前发布,18人关注,板楼、近地铁、VR看装修、房本满两年
上海,黄浦,靠打浦路+低楼层+采光好+9年1贯制中山,https://sh.lianjia.com/ershoufang/107106781840.html,1室1厅,36.76平米,东 南 北,低楼层(共6层) ,精装,龙华小区,世博滨江, 389万,"105,822元/平",,3个月以前发布,14人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,市民新村 1室0厅 南,https://sh.lianjia.com/ershoufang/107106676323.html,1室0厅,29.89平米,南,中楼层(共7层),简装,市民新村,世博滨江, 580万,"194,045元/平",1975年建,4个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满两年
上海,黄浦,视野开阔，采光好，地铁4/13号线，一梯三户得房率高,https://sh.lianjia.com/ershoufang/107106016469.html,1室1厅,34.28平米,南,高楼层(共6层),简装,铁道路776弄,世博滨江, 368万,"107,352元/平",1986年建,8个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,瞿四小区 1室1厅 南,https://sh.lianjia.com/ershoufang/107107553476.html,1室1厅,30.08平米,南,中楼层(共6层),简装,瞿四小区,世博滨江, 330万,"109,708元/平",1988年建,9天以前发布,0人关注,板楼、近地铁、VR房源
上海,黄浦,此房满五，税少，格局好，全明户型，交通配套成熟,https://sh.lianjia.com/ershoufang/107104950332.html,2室1厅,46.9平米,南,中楼层(共6层),简装,瞿溪新村,世博滨江, 510万,"108,743元/平",1964年建,一年前发布,1人关注,板楼、近地铁、VR看装修、随时看房
上海,黄浦,地铁4号线、13号线，公园旁，板房，满五此一套,https://sh.lianjia.com/ershoufang/107106637773.html,2室1厅,84.88平米,南,低楼层(共18层),精装,中辉新苑,世博滨江, 930万,"109,567元/平",2001年建,4个月以前发布,44人关注,板楼、近地铁、VR看装修、随时看房
上海,黄浦,双南两房，户型方正，地铁4/8双轨，看房随时,https://sh.lianjia.com/ershoufang/107106548314.html,2室1厅,65.79平米,南,高楼层(共6层),简装,市民新村,世博滨江, 760万,"115,520元/平",1965年建,4个月以前发布,13人关注,板楼、近地铁、VR看装修、随时看房
上海,黄浦,小区总价低的两房，南北 通，全明户型，业主诚意,https://sh.lianjia.com/ershoufang/107105891234.html,2室1厅,99.17平米,南,低楼层(共35层),简装,融创滨江壹号院,世博滨江, 1800万,"181,507元/平",2001年建,9个月以前发布,12人关注,板塔结合、近地铁、VR看装修、随时看房
上海,黄浦,04年电梯两房+全明+户型方正税少,https://sh.lianjia.com/ershoufang/107105789715.html,2室1厅,85.61平米,西北,中楼层(共31层),简装,新华南园大厦,世博滨江, 778万,"90,878元/平",2004年建,10个月以前发布,22人关注,塔楼、VR看装修
上海,黄浦,融创品质 高区江景房 满五税少 业主诚意,https://sh.lianjia.com/ershoufang/107106402941.html,3室2厅,170.23平米,南 东南,高楼层(共38层),精装,融创滨江壹号院,世博滨江, 3350万,"196,793元/平",2012年建,5个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年
上海,黄浦,楼层佳，朝南一门关，售后公房，近地铁，生活便利,https://sh.lianjia.com/ershoufang/107106688760.html,1室0厅,33.61平米,南,中楼层(共6层) ,简装,瞿溪新村,世博滨江, 368万,"109,492元/平",,4个月以前发布,1人关注,板楼、近地铁、VR看装修、随时看房
上海,黄浦,得房率高，满五年，采光充足视野好,https://sh.lianjia.com/ershoufang/107105518775.html,1室1厅,33.44平米,南,高楼层(共6层),简装,春江小区(卢湾),世博滨江, 330万,"98,685元/平",1985年建,11个月以前发布,26人关注,板楼、VR看装修、随时看房
上海,黄浦,全明户型，户型方正，地铁4/8双轨，看房方便,https://sh.lianjia.com/ershoufang/107105666247.html,3室0厅,58.2平米,东 西,中楼层(共6层),简装,市民新村,世博滨江, 735万,"126,289元/平",1975年建,10个月以前发布,6人关注,板楼、近地铁、VR看装修
